# Weights
-2.878549695014953613e-01,3.218384087085723877e-01,-2.718045115470886230e-01,4.957393109798431396e-01,-1.793393120169639587e-02,1.799774169921875000e-01,4.641892015933990479e-01,-1.121992766857147217e-01,5.820523500442504883e-01,4.940946698188781738e-01,-2.787017449736595154e-02,-1.925057321786880493e-01,5.814473032951354980e-01,-2.405201494693756104e-01,5.843896865844726562e-01,4.806810915470123291e-01
5.646902322769165039e-01,-2.639874517917633057e-01,4.529599547386169434e-01,3.697483539581298828e-01,6.489449739456176758e-01,-1.667841523885726929e-01,5.028429627418518066e-01,-8.176569640636444092e-02,-2.984831668436527252e-02,1.294016391038894653e-01,-6.676877290010452271e-02,3.949968516826629639e-01,-1.749225407838821411e-01,3.780795633792877197e-01,-5.727475881576538086e-01,1.079652011394500732e-01
-3.298427462577819824e-01,-6.776179671287536621e-01,7.319911718368530273e-01,6.572388857603073120e-02,3.312045037746429443e-01,-4.572063684463500977e-01,-3.650217354297637939e-01,5.620111823081970215e-01,-4.759571850299835205e-01,6.711561083793640137e-01,-3.781776502728462219e-02,-2.153918296098709106e-01,-3.993822336196899414e-01,-3.084949553012847900e-01,2.564610242843627930e-01,1.033009648323059082e+00
-9.493676424026489258e-01,-1.422608345746994019e-01,4.534500837326049805e-01,6.122079212218523026e-03,-1.887009590864181519e-01,1.841743141412734985e-01,-4.626859128475189209e-01,2.235962152481079102e-01,5.727306604385375977e-01,9.164865016937255859e-01,-3.503135144710540771e-01,-6.669849753379821777e-01,4.992354512214660645e-01,-8.207742869853973389e-02,7.013011723756790161e-02,1.023579120635986328e+00
6.985210627317428589e-02,-4.541822671890258789e-01,1.633871495723724365e-01,3.124542236328125000e-01,3.718017041683197021e-02,4.667997658252716064e-01,-4.296423196792602539e-01,-2.299799174070358276e-01,-1.556948572397232056e-01,3.647353053092956543e-01,-1.747439950704574585e-01,5.686951279640197754e-01,3.558169901371002197e-01,5.058233737945556641e-01,1.502452343702316284e-01,5.817044377326965332e-01
-3.168360292911529541e-01,3.058072328567504883e-01,-7.193295955657958984e-01,5.234425663948059082e-01,-3.707875907421112061e-01,3.946390450000762939e-01,1.590052545070648193e-01,6.347610950469970703e-01,-1.999294757843017578e-01,7.954099774360656738e-02,-2.380285561084747314e-01,-8.521002531051635742e-02,-3.361859917640686035e-01,8.800798654556274414e-01,-4.508031010627746582e-01,-4.048335552215576172e-01
-1.396499574184417725e-02,-5.335821509361267090e-01,-1.044262275099754333e-01,1.056464090943336487e-01,5.654922723770141602e-01,1.470952033996582031e-01,1.938744336366653442e-01,3.479048609733581543e-01,6.044580340385437012e-01,1.269901245832443237e-01,-3.850455284118652344e-01,-5.485727190971374512e-01,5.417813062667846680e-01,-3.282566964626312256e-01,-3.107566833496093750e-01,-5.563828349113464355e-01
2.018821835517883301e-01,-8.368400484323501587e-02,-3.839163482189178467e-02,2.677716314792633057e-01,6.500853896141052246e-01,2.106328755617141724e-01,-5.865747928619384766e-01,-9.953116774559020996e-01,-4.629145264625549316e-01,-5.951061844825744629e-01,-1.357227861881256104e-01,-1.620295196771621704e-01,8.219965696334838867e-01,1.295036673545837402e-01,2.748606503009796143e-01,-2.377844601869583130e-01
3.294355869293212891e-01,-4.874294996261596680e-01,-9.963098913431167603e-03,5.726965144276618958e-03,3.214419782161712646e-01,-4.762342870235443115e-01,5.950245857238769531e-01,8.434697389602661133e-01,-7.353897392749786377e-02,-4.147774875164031982e-01,-2.160443067550659180e-01,-6.353808194398880005e-02,-3.581419289112091064e-01,6.278445571660995483e-02,6.619312167167663574e-01,-5.392501354217529297e-01
-1.215892434120178223e-01,4.237254858016967773e-01,-3.056668043136596680e-01,1.201962702907621861e-03,3.566938936710357666e-01,-7.333884835243225098e-01,-2.856897711753845215e-01,8.757845759391784668e-01,-2.094661891460418701e-01,-2.259072214365005493e-01,-4.411217868328094482e-01,3.469029664993286133e-01,-5.215831398963928223e-01,1.898351311683654785e-01,5.802677273750305176e-01,9.228802472352981567e-02
6.430954933166503906e-01,1.092293038964271545e-01,1.934692263603210449e-01,3.758842498064041138e-02,-3.414544165134429932e-01,3.211662471294403076e-01,6.503262519836425781e-01,4.014302492141723633e-01,9.418059885501861572e-02,-3.103771805763244629e-01,1.542002260684967041e-01,2.918739020824432373e-01,1.466616094112396240e-01,-3.707494735717773438e-01,-7.327821105718612671e-02,-2.349131852388381958e-01
1.846940666437149048e-01,-3.651841282844543457e-01,7.563325166702270508e-01,-7.504032254219055176e-01,-5.555387735366821289e-01,-2.353460937738418579e-01,-3.515303134918212891e-01,7.275125384330749512e-01,6.297572255134582520e-01,-6.486763358116149902e-01,-1.666847467422485352e-01,-2.320280373096466064e-01,-1.036361604928970337e-02,3.708641231060028076e-01,-3.582459315657615662e-02,3.904087841510772705e-01
4.528044164180755615e-01,4.907025098800659180e-01,4.600573182106018066e-01,-5.070186257362365723e-01,-1.993332058191299438e-01,6.652885079383850098e-01,-1.365628689527511597e-01,5.016111731529235840e-01,-5.384876132011413574e-01,4.157255887985229492e-01,3.522686287760734558e-02,4.852012395858764648e-01,4.178354740142822266e-01,-3.192073404788970947e-01,-3.548113703727722168e-01,-1.929357089102268219e-02
2.945393621921539307e-01,3.366177976131439209e-01,2.963568270206451416e-01,1.923694461584091187e-01,1.583094447851181030e-01,-1.340406201779842377e-02,5.287858247756958008e-01,-3.894966840744018555e-01,6.794328242540359497e-02,3.555543720722198486e-03,-1.333118081092834473e-01,1.394625604152679443e-01,-1.058422103524208069e-01,1.791359484195709229e-01,3.796949088573455811e-01,4.368870854377746582e-01
-7.037517428398132324e-02,4.521258771419525146e-01,-5.439886450767517090e-01,-1.828646957874298096e-01,-2.112121731042861938e-01,-4.523391649127006531e-02,-5.141910314559936523e-01,4.109372496604919434e-01,8.907501697540283203e-01,1.678131371736526489e-01,-7.613845635205507278e-03,7.303047180175781250e-01,6.303382664918899536e-02,5.966618657112121582e-01,6.308996677398681641e-01,-1.176603659987449646e-01
