# Weights
-1.983449906110763550e-01,-5.378835201263427734e-01,4.693076610565185547e-01,-2.292605936527252197e-01,-2.718028724193572998e-01,4.620502293109893799e-01,2.396298646926879883e-01,-1.132868289947509766e+00,2.466638535261154175e-01,3.926989436149597168e-01
-6.627707481384277344e-01,-1.305063515901565552e-01,5.231001973152160645e-02,-3.641359210014343262e-01,4.520947933197021484e-01,-1.152108162641525269e-01,-9.289622902870178223e-01,1.584169715642929077e-01,5.185588598251342773e-01,4.597390294075012207e-01
5.401518940925598145e-01,-3.023379445075988770e-01,-3.729830682277679443e-02,9.845174849033355713e-02,-5.437408760190010071e-02,1.546650826930999756e-01,3.215615153312683105e-01,-7.600440829992294312e-02,-7.836759090423583984e-01,-1.113170027732849121e+00
5.700619816780090332e-01,-1.057493165135383606e-01,-4.755801558494567871e-01,-2.778043746948242188e-01,-2.287756800651550293e-01,6.513136029243469238e-01,-3.985428214073181152e-01,4.062022864818572998e-01,3.140229582786560059e-01,4.058291614055633545e-01
3.649970889091491699e-01,-2.331167459487915039e-01,-4.229255914688110352e-01,5.599507689476013184e-02,-7.953450679779052734e-01,5.504711866378784180e-01,1.083695963025093079e-01,4.821232706308364868e-02,-3.844294846057891846e-01,1.839152872562408447e-01
-3.611472249031066895e-01,3.755611777305603027e-01,-4.248490035533905029e-01,-5.935541391372680664e-01,3.438392281532287598e-01,-7.512844204902648926e-01,7.637785673141479492e-01,-3.176456689834594727e-01,3.407785594463348389e-01,-2.934215962886810303e-01
1.407397687435150146e-01,-4.031854569911956787e-01,6.471072137355804443e-02,3.438686132431030273e-01,-4.087035953998565674e-01,8.014301210641860962e-02,-2.666908875107765198e-02,-1.088640451431274414e+00,7.552692890167236328e-01,-6.567708849906921387e-01
-8.023127913475036621e-02,7.949356436729431152e-01,6.475271582603454590e-01,9.499888122081756592e-02,-7.788797616958618164e-01,-3.592136502265930176e-01,-4.480859637260437012e-01,-1.562218517065048218e-01,-9.264881908893585205e-02,-7.500233054161071777e-01
-5.594884157180786133e-01,5.090293288230895996e-01,-6.820989847183227539e-01,8.429777026176452637e-01,-2.558484077453613281e-01,-4.767445325851440430e-01,-7.098083496093750000e-01,-1.013875156641006470e-01,-9.344739466905593872e-02,1.924944221973419189e-01
5.443348288536071777e-01,3.664532601833343506e-01,-8.029903173446655273e-01,-6.823564171791076660e-01,1.290570348501205444e-01,-3.699885681271553040e-02,-3.925577178597450256e-02,4.875095486640930176e-01,-3.182846903800964355e-01,-8.426150679588317871e-02
1.008452028036117554e-01,1.771960705518722534e-01,1.287022829055786133e-01,5.334711447358131409e-02,-3.098400235176086426e-01,-3.334256261587142944e-02,8.944987505674362183e-02,-1.397714167833328247e-01,-4.342348575592041016e-01,3.080779910087585449e-01
3.930551707744598389e-01,-5.446085333824157715e-01,4.372525513172149658e-01,3.382405638694763184e-02,2.174791395664215088e-01,-9.421459436416625977e-01,2.600460350513458252e-01,-2.362978905439376831e-01,-1.641418188810348511e-01,3.606761097908020020e-01
-6.419188380241394043e-01,5.579460859298706055e-01,-9.161430001258850098e-01,-3.135064542293548584e-01,5.012431740760803223e-01,4.326565563678741455e-02,1.498563587665557861e-01,-3.761685490608215332e-01,-1.319605410099029541e-01,-3.833647444844245911e-02
-1.665243357419967651e-01,-4.647308886051177979e-01,4.668679535388946533e-01,2.787373065948486328e-01,-8.694353699684143066e-01,-3.450642228126525879e-01,3.366124927997589111e-01,6.442054510116577148e-01,2.776694297790527344e-01,5.602604746818542480e-01
-5.975970998406410217e-02,-8.014011979103088379e-01,-1.303805559873580933e-01,4.830507338047027588e-01,5.475750565528869629e-01,5.270855426788330078e-01,-9.999412298202514648e-01,5.980560779571533203e-01,-1.814652532339096069e-01,1.491699069738388062e-01
4.439662098884582520e-01,-3.100160658359527588e-01,4.843363761901855469e-01,-1.973697543144226074e-01,4.239332675933837891e-01,-9.973404407501220703e-01,1.761028766632080078e-01,8.246479034423828125e-01,-8.445703983306884766e-01,-3.952155709266662598e-01
